0.026825,1.200537,0.629270,0.032807,0.112611,0.122267,0.116297,0.113112,0.916116
0.063927,0.138669,0.593161,-0.025639,0.021148,0.020802,0.020559,0.019391,0.045677
0.098565,0.139465,0.596960,-0.025585,0.032344,0.021010,0.020326,0.019243,0.045786
0.133118,0.139544,0.596782,-0.021309,0.029280,0.020827,0.020531,0.019217,0.045692
0.167485,0.139504,0.598586,-0.021673,0.024462,0.020800,0.020428,0.019262,0.044938
0.201836,0.139570,0.598898,-0.023434,0.021402,0.020826,0.020404,0.019229,0.042064
0.236266,0.139529,0.598502,-0.025776,0.021250,0.020845,0.020147,0.019066,0.043053
0.270668,0.139668,0.596842,-0.026211,0.021250,0.020795,0.020030,0.019122,0.044847
0.304988,0.139562,0.596026,-0.026049,0.021257,0.020738,0.020011,0.019174,0.045748
0.339284,0.139622,0.596101,-0.026076,0.021277,0.020695,0.020037,0.019235,0.046088
0.373567,0.139757,0.596291,-0.035375,0.015460,0.021885,0.019823,0.019523,0.047037
0.407874,0.139166,0.596313,-0.038252,0.016052,0.021528,0.019505,0.019153,0.047693
0.442254,0.139393,0.596216,-0.032143,0.021215,0.020879,0.020379,0.019327,0.046786
0.477007,0.139617,0.594258,-0.028858,0.021283,0.020871,0.020154,0.019434,0.049934
0.512032,0.139664,0.594743,-0.025880,0.021229,0.020812,0.020107,0.022114,0.048221
0.546399,0.139571,0.596307,-0.025867,0.021307,0.020898,0.020156,0.020187,0.046041
0.580938,0.138713,0.595227,-0.035285,0.020195,0.021294,0.020105,0.019254,0.045880
0.615278,0.139640,0.595964,-0.025745,0.032373,0.021005,0.019881,0.019259,0.046347
0.649701,0.139562,0.596298,-0.021549,0.029602,0.020859,0.019984,0.019228,0.045980
0.683966,0.139679,0.597453,-0.021476,0.025502,0.020829,0.020017,0.019234,0.045681
0.718316,0.139726,0.598234,-0.022831,0.021414,0.020800,0.020006,0.019241,0.041974
0.752585,0.139719,0.598320,-0.025352,0.021342,0.020837,0.019990,0.019138,0.042559
0.786913,0.139846,0.596976,-0.026161,0.021258,0.020814,0.020012,0.019099,0.044022
0.821245,0.139852,0.596020,-0.026185,0.021256,0.020802,0.020022,0.019437,0.045845
0.855808,0.138149,0.597327,-0.035890,0.014577,0.021958,0.019560,0.019535,0.047052
0.889959,0.140462,0.598878,-0.026468,0.021061,0.020811,0.020139,0.019326,0.046529
0.924030,0.140428,0.598856,-0.028006,0.021040,0.020815,0.020164,0.019325,0.046122
0.958114,0.140469,0.598677,-0.030672,0.021088,0.020869,0.020179,0.019320,0.046147
0.992173,0.140407,0.597464,-0.030732,0.021176,0.020871,0.020174,0.019341,0.046622
1.026304,0.140412,0.596105,-0.029701,0.021338,0.020877,0.020190,0.019342,0.049623
1.060364,0.140486,0.596377,-0.028324,0.021364,0.020897,0.020194,0.020104,0.049796
1.094417,0.140551,0.597247,-0.026800,0.021307,0.020889,0.020197,0.022125,0.049364
1.128472,0.140471,0.598018,-0.026322,0.021298,0.020867,0.020218,0.022298,0.048353
1.162541,0.140388,0.598675,-0.026122,0.021298,0.020890,0.020228,0.020786,0.046697
1.196619,0.140410,0.598971,-0.026165,0.021309,0.021010,0.020195,0.019950,0.045926
1.230674,0.140392,0.598848,-0.026129,0.021432,0.021077,0.020185,0.019394,0.045629
1.264718,0.140312,0.598901,-0.026136,0.029076,0.021065,0.020107,0.019341,0.045967
1.298768,0.140280,0.599008,-0.025515,0.032265,0.021058,0.020094,0.019315,0.045814
1.332824,0.140249,0.598907,-0.022198,0.030703,0.020956,0.021564,0.019298,0.045988
1.366873,0.140259,0.599640,-0.021809,0.027053,0.020903,0.022071,0.019301,0.045954
1.400936,0.140312,0.601268,-0.022647,0.022965,0.020887,0.021416,0.019295,0.044060
1.434981,0.140315,0.601216,-0.023426,0.021360,0.020874,0.022019,0.019296,0.042495
1.469035,0.140229,0.600548,-0.025451,0.021362,0.020873,0.022280,0.019238,0.042705
1.503086,0.140318,0.600368,-0.026458,0.021274,0.020877,0.022104,0.019144,0.043544
1.537107,0.140195,0.599098,-0.026741,0.021271,0.020878,0.020991,0.019170,0.044276
1.571144,0.140254,0.598531,-0.026710,0.021254,0.020868,0.020443,0.019209,0.045663
1.605192,0.140244,0.598373,-0.026756,0.021252,0.020802,0.020488,0.019268,0.046110
1.639238,0.140162,0.598576,-0.026758,0.021191,0.020785,0.020420,0.019319,0.046102
1.673287,0.140187,0.598471,-0.026825,0.021037,0.020811,0.020286,0.019323,0.046305
1.707335,0.140146,0.598656,-0.028455,0.021059,0.020833,0.020201,0.019329,0.046338
1.742678,0.140170,0.596268,-0.030176,0.021336,0.020905,0.020197,0.019343,0.049140
1.776776,0.140044,0.596426,-0.029211,0.021340,0.020881,0.020189,0.019558,0.050320
1.810825,0.140153,0.596660,-0.027540,0.021423,0.020834,0.020187,0.021814,0.049694
1.844892,0.140057,0.597666,-0.026798,0.021302,0.020894,0.020265,0.022344,0.049014
1.878941,0.139920,0.598481,-0.026617,0.021305,0.020892,0.020329,0.021400,0.047233
1.912992,0.139968,0.598300,-0.026626,0.021292,0.020991,0.020216,0.020120,0.046140
1.947032,0.139965,0.598850,-0.026567,0.021309,0.021092,0.020167,0.019468,0.045853
1.981076,0.139828,0.598619,-0.026587,0.026802,0.021061,0.020134,0.019337,0.046009
2.015124,0.139876,0.598619,-0.026547,0.032803,0.021056,0.020076,0.019322,0.045773
2.049172,0.139792,0.598849,-0.023631,0.031780,0.021020,0.020103,0.019317,0.045351
2.083219,0.139762,0.598841,-0.022129,0.028344,0.020893,0.020088,0.019304,0.045396
2.117281,0.139620,0.600832,-0.022569,0.024459,0.020905,0.020067,0.019323,0.044112
2.151325,0.139650,0.600971,-0.023555,0.021551,0.020890,0.020065,0.019289,0.041838
2.185370,0.139501,0.600697,-0.025296,0.021352,0.020887,0.020076,0.019240,0.040910
2.219423,0.139448,0.600472,-0.026889,0.021284,0.020870,0.020062,0.019161,0.041996
2.253470,0.139401,0.599470,-0.027166,0.021264,0.020850,0.020056,0.019165,0.042684
2.287517,0.139438,0.598756,-0.027250,0.021270,0.020871,0.020046,0.019211,0.042543
2.321566,0.139150,0.598264,-0.027296,0.021244,0.020817,0.020085,0.019248,0.044847
2.355610,0.139126,0.598540,-0.027304,0.021277,0.020780,0.020130,0.019297,0.041137
2.389657,0.139113,0.598577,-0.027373,0.021054,0.020806,0.020146,0.019329,0.027162
2.423698,0.139090,0.598501,-0.028161,0.021020,0.020817,0.020162,0.019340,0.025164
2.457746,0.139057,0.598337,-0.031290,0.021061,0.020862,0.020168,0.019309,0.023920
2.491796,0.138967,0.597468,-0.031749,0.021165,0.020879,0.020221,0.019329,0.023795
2.525842,0.138902,0.595938,-0.031020,0.021286,0.020867,0.020175,0.019332,0.025136
2.559896,0.138856,0.595701,-0.030092,0.021328,0.020890,0.020177,0.019344,0.027440
2.593945,0.138797,0.596343,-0.028325,0.021330,0.020890,0.020176,0.021635,0.026093
2.627997,0.138626,0.596911,-0.027603,0.021303,0.020894,0.020191,0.022428,0.025285
2.662038,0.138577,0.597885,-0.027292,0.021288,0.020878,0.020230,0.021747,0.024144
2.696081,0.138416,0.598259,-0.027220,0.021285,0.020941,0.020220,0.020202,0.023544
2.730130,0.138246,0.598383,-0.027271,0.021316,0.021101,0.020198,0.019559,0.023491
2.764174,0.138062,0.598078,-0.027310,0.025637,0.021090,0.020179,0.019349,0.023480
2.798219,0.138198,0.598137,-0.027319,0.032603,0.021049,0.020088,0.019336,0.023474
2.832275,0.138079,0.598270,-0.024879,0.031988,0.021019,0.020078,0.019317,0.023468
2.866319,0.138002,0.597823,-0.022935,0.028538,0.020911,0.020076,0.019314,0.023468
2.900366,0.138004,0.599519,-0.023285,0.025207,0.020891,0.020079,0.019307,0.023469
2.934418,0.137835,0.600338,-0.024318,0.021804,0.020879,0.020074,0.019302,0.023418
2.968467,0.137814,0.599909,-0.025693,0.021381,0.020884,0.020079,0.019275,0.023499
3.002515,0.137716,0.599726,-0.027634,0.021288,0.020888,0.020087,0.019166,0.023607
3.036613,0.137336,0.597761,-0.028147,0.021208,0.020865,0.020068,0.019179,0.023680
3.070660,0.137551,0.597774,-0.028131,0.021256,0.020873,0.020040,0.019204,0.023747
3.104707,0.137444,0.597450,-0.028179,0.021243,0.020830,0.020083,0.019247,0.023781
3.138758,0.137313,0.597477,-0.028268,0.021240,0.020772,0.020111,0.019305,0.023808
3.172809,0.137195,0.597431,-0.028345,0.021094,0.020800,0.020149,0.019325,0.023779
3.206857,0.137170,0.597643,-0.028683,0.021011,0.020822,0.020115,0.019350,0.023747
3.241863,0.136993,0.596240,-0.032594,0.021135,0.020889,0.020192,0.019331,0.023832
3.275928,0.136881,0.594934,-0.031643,0.021294,0.020891,0.020179,0.019328,0.025413
3.309990,0.136879,0.594911,-0.030720,0.021375,0.020944,0.020188,0.019610,0.026144
3.344051,0.136795,0.595532,-0.029102,0.021340,0.020907,0.020185,0.021961,0.025667
3.378113,0.136643,0.596214,-0.028492,0.021315,0.020876,0.020210,0.022404,0.024903
3.412169,0.136536,0.596626,-0.028332,0.021298,0.020888,0.020234,0.021050,0.023826
3.446240,0.136485,0.597080,-0.028288,0.021319,0.021018,0.020210,0.020147,0.023503
3.480298,0.136371,0.597174,-0.028235,0.021321,0.021088,0.020182,0.019410,0.023479
3.514420,0.136189,0.597236,-0.028311,0.028627,0.021074,0.020144,0.019334,0.023472
3.548486,0.136285,0.597119,-0.027876,0.032213,0.021071,0.020070,0.019313,0.023474
3.582550,0.136052,0.597070,-0.024510,0.030643,0.020980,0.020088,0.019294,0.023468
3.616619,0.135991,0.597570,-0.024096,0.027294,0.020890,0.020091,0.019304,0.023462
3.650683,0.135947,0.599370,-0.024974,0.022870,0.020902,0.020088,0.019301,0.023411
3.684749,0.135717,0.599073,-0.025948,0.021382,0.020873,0.020092,0.019279,0.023429
3.718814,0.135530,0.598847,-0.027997,0.021329,0.020888,0.020070,0.019194,0.023568
3.752876,0.135446,0.598342,-0.028843,0.021265,0.020885,0.020079,0.019144,0.023637
3.786927,0.135313,0.596980,-0.029092,0.021267,0.020867,0.020048,0.019170,0.023559
3.820991,0.135235,0.596467,-0.029080,0.021261,0.020849,0.020071,0.019219,0.023752
3.855036,0.135051,0.596432,-0.029208,0.021272,0.020787,0.020094,0.019261,0.023782
3.889090,0.134805,0.596395,-0.029305,0.021174,0.020783,0.020136,0.019315,0.023784
3.923136,0.134822,0.596067,-0.029382,0.021025,0.020825,0.020152,0.019340,0.023792
3.957180,0.134649,0.596282,-0.031488,0.021031,0.020829,0.020167,0.019322,0.023800
3.991229,0.134616,0.596369,-0.033902,0.021089,0.020875,0.020174,0.019305,0.023797
4.025281,0.134479,0.594930,-0.033544,0.021210,0.020887,0.020161,0.019328,0.024037
4.059342,0.134432,0.593798,-0.032661,0.021313,0.020888,0.020167,0.019307,0.025744
4.093388,0.134358,0.594213,-0.031311,0.021378,0.020890,0.020166,0.020087,0.026232
4.127432,0.134180,0.594571,-0.029949,0.021313,0.020898,0.020168,0.022434,0.025528
4.161503,0.134061,0.595507,-0.029437,0.021305,0.020870,0.020198,0.022362,0.024774
4.196138,0.134004,0.596162,-0.029300,0.021297,0.020992,0.020205,0.020094,0.023503
4.230207,0.133816,0.596111,-0.029271,0.021322,0.021110,0.020162,0.019430,0.023492
4.264254,0.133813,0.596117,-0.029268,0.027664,0.021077,0.020151,0.019326,0.023482
4.298312,0.133615,0.596322,-0.029102,0.032837,0.021049,0.020088,0.019291,0.023489
4.332359,0.133711,0.596431,-0.025922,0.031213,0.020985,0.020100,0.019306,0.023462
4.366408,0.133440,0.596869,-0.024944,0.027756,0.020886,0.020068,0.019289,0.023483
